Ref	Sample	Mutation	lagging_ts	leading_uts	ts_lagging_wg	uts_leading_wg	oddsratio	lowerconfint	higherconfint	flag
C_8	SETD2_KO15_d3	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_3	[InsC]89	4	8	6413	6166	0.480418161959744	0.144592510550164	1.59622105918623	
C_8	RPE1_c2_OGG1_11_2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d3	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_2	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_P8_5	[InsC]89	0	0	6413	6166	1	1	1	
C_8	SETD2_KO19_d3	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_9_2	[DelC]89	12	13	6413	6166	0.887313280376864	0.404561866124625	1.94611732706072	
C_8	RPE1_c2_OGG1_11_2	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d3	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_U1	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_1	[DelC]89	15	9	6413	6166	1.60388663123893	0.701381031553718	3.66769588873596	
C_8	SETD2_KO19_d3	[InsC]89	0	1	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_9_2	[InsC]89	4	10	6413	6166	0.3842097051022	0.120437477250043	1.22567410797096	
C_8	RPE1_c2_OGG1_1110	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POLE_P8_1	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_U1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_1	[InsC]89	5	7	6413	6166	0.686530230069556	0.217778843318628	2.16423115127751	
C_8	SETD2_KO19_d4	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_9_3	[DelC]89	12	8	6413	6166	1.44305577253554	0.589477952487779	3.53263417886917	
C_8	RPE1_c2_OGG1_1110	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_P8_1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_U2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_2	[DelC]89	11	4	6413	6166	2.64690721649485	0.84238765266739	8.31697590835748	
C_8	SETD2_KO19_d4	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_9_3	[InsC]89	8	4	6413	6166	1.92412177985948	0.579107170234083	6.39302155805312	
C_8	POLE_P8_2	[DelC]89	0	1	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_2	[InsC]89	6	9	6413	6166	0.640653451953592	0.22789953969612	1.80095513157828	
C_8	RPE1_c2_OGG1_11_1	[DelC]89	0	0	6413	6166	1	1	1	
T_2	MLH_A	[InsT]234	28	24	89310261	87254718	1.13981499745947	0.660772441500111	1.96615074545799	
T_2	MSH3_KO5_d3	[DelT]234	3	9	89310261	87254718	0.325661392670034	0.0881654778780763	1.20291235558718	
T_2	POD478_2	[InsT]234	56	50	89310261	87254718	1.09422241456058	0.747288022022451	1.60222385110142	
T_2	MLH1_2	[DelT]234	63	62	89310261	87254718	0.992742051263735	0.699139646594128	1.40964224407583	
T_2	DheML6d1	[DelT]234	681	504	89310261	87254718	1.32009424928754	1.17649338437553	1.48122280171343	*
T_2	MSH3_KO5_d3	[InsT]234	0	2	89310261	87254718	1	1	1	
T_2	DheMS6d3	[InsT]234	654	660	89310261	87254718	0.968102337421652	0.868873683882167	1.07866327765126	
T_2	POD689_1	[DelT]234	2	1	89310261	87254718	1.95396851329252	0.177179237632714	21.5487604639836	
T_2	EXO1_KO22_d2	[DelT]234	2	1	89310261	87254718	1.95396851329252	0.177179237632714	21.5487604639836	
